N_unmapped	425821	425821	425821
N_multimapping	4517766	4517766	4517766
N_noFeature	2655625	20488605	2919351
N_ambiguous	1171610	24170	495711
ENSG00000223972	0	0	0
ENSG00000227232	7	0	7
ENSG00000243485	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	0	0	0
ENSG00000239945	0	0	0
ENSG00000233750	0	0	0
ENSG00000237683	9	0	9
ENSG00000268903	0	0	0
ENSG00000269981	0	0	0
ENSG00000239906	0	0	0
ENSG00000241860	3	0	3
ENSG00000222623	0	0	0
ENSG00000241599	0	0	0
ENSG00000228463	1	0	1
ENSG00000241670	0	0	0
ENSG00000237094	1	0	1
ENSG00000250575	0	0	0
ENSG00000233653	0	0	0
ENSG00000224813	0	0	0
ENSG00000235249	0	0	0
ENSG00000269732	0	0	0
ENSG00000256186	0	0	0
ENSG00000236601	0	0	0
ENSG00000236743	0	0	0
ENSG00000236679	0	0	0
ENSG00000231709	0	0	0
ENSG00000235146	0	0	0
ENSG00000239664	0	0	0
ENSG00000230021	0	0	0
ENSG00000223659	0	0	0
ENSG00000225972	11	0	11
ENSG00000225630	2764	92	2672
ENSG00000237973	696	5	691
ENSG00000229344	106	2	104
ENSG00000240409	1	0	1
ENSG00000248527	33	1	32
ENSG00000198744	7677	204	7473
ENSG00000268663	0	0	0
ENSG00000185097	0	0	0
ENSG00000229376	0	0	0
ENSG00000224956	7	0	7
ENSG00000235373	1	0	1
ENSG00000223181	0	0	0
ENSG00000240618	0	0	0
ENSG00000229905	0	0	0
ENSG00000228327	0	0	0
ENSG00000237491	14	1	13
ENSG00000230092	1	0	1
ENSG00000269831	0	0	0
ENSG00000240453	0	0	0
ENSG00000177757	1	1	0
ENSG00000225880	15	0	15
ENSG00000228794	89	0	89
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000269308	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	1	0	1
ENSG00000241180	0	0	0
ENSG00000223764	6	4	2
ENSG00000187634	0	298	2
ENSG00000268179	0	0	0
ENSG00000188976	1455	11	1744
ENSG00000187961	283	8	275
ENSG00000187583	187	2	205
ENSG00000187642	57	77	0
ENSG00000272512	8	0	8
ENSG00000188290	63	4	59
ENSG00000231702	0	0	0
ENSG00000224969	0	0	0
ENSG00000187608	103	0	103
ENSG00000188157	5041	12	5029
ENSG00000242590	0	0	0
ENSG00000217801	60	48	12
ENSG00000273443	4	1	3
ENSG00000237330	52	0	52
ENSG00000131591	415	0	415
ENSG00000223823	28	2	26
ENSG00000207730	18	0	18
ENSG00000207607	25	0	25
ENSG00000198976	43	0	43
ENSG00000272141	709	5	704
ENSG00000205231	4	7	0
ENSG00000162571	3	0	6
ENSG00000186891	0	0	0
ENSG00000186827	3	1	2
ENSG00000078808	3676	16	3660
ENSG00000176022	311	0	311
ENSG00000184163	69	0	69
ENSG00000260179	12	0	12
ENSG00000160087	929	9	920
ENSG00000230415	6	0	6
ENSG00000162572	42	0	42
ENSG00000131584	940	31	938
ENSG00000169972	194	63	246
ENSG00000127054	1442	81	1447
ENSG00000240731	35	6	29
ENSG00000224051	439	3	436
ENSG00000169962	7	47	1
ENSG00000107404	2436	21	2456
ENSG00000162576	277	274	3
ENSG00000175756	1540	6	1534
ENSG00000223663	5	5	0
ENSG00000221978	3565	17	3548
ENSG00000224870	198	223	206
ENSG00000242485	778	21	988
ENSG00000264293	0	0	0
ENSG00000272455	64	0	64
ENSG00000235098	1	0	1
ENSG00000225905	0	0	0
ENSG00000205116	0	0	0
ENSG00000225285	21	0	21
ENSG00000179403	1028	11	1017
ENSG00000215915	5	0	5
ENSG00000160072	604	2	602
ENSG00000197785	556	1	555
ENSG00000205090	0	0	0
ENSG00000160075	1494	16	1478
ENSG00000215791	0	0	0
ENSG00000215014	1	0	1
ENSG00000236684	0	0	0
ENSG00000228594	130	1	129
ENSG00000272106	82	3	92
ENSG00000197530	535	17	531
ENSG00000189409	0	0	0
ENSG00000248333	406	8	398
ENSG00000272004	0	35	2
ENSG00000189339	561	8	591
ENSG00000269737	25	23	2
ENSG00000269227	6	6	0
ENSG00000215914	0	0	0
ENSG00000008128	115	0	115
ENSG00000268575	33	1	45
ENSG00000227775	83	98	0
ENSG00000215790	29	1	29
ENSG00000008130	1099	6	1093
ENSG00000078369	8834	51	8783
ENSG00000231050	4	0	4
ENSG00000169885	0	0	0
ENSG00000178821	73	0	73
ENSG00000142609	4	0	4
ENSG00000233542	0	0	0
ENSG00000187730	1	0	1
ENSG00000226969	1	0	1
ENSG00000067606	555	25	911
ENSG00000271806	7	78	0
ENSG00000182873	144	145	1
ENSG00000162585	535	305	602
ENSG00000269554	0	64	0
ENSG00000203301	0	0	0
ENSG00000243558	0	0	0
ENSG00000234396	0	0	0
ENSG00000157933	690	2	688
ENSG00000116151	47	1	72
ENSG00000272161	1	0	1
ENSG00000269753	0	0	0
ENSG00000269896	19	2	17
ENSG00000238240	0	0	0
ENSG00000272420	11	0	11
ENSG00000271921	1	0	1
ENSG00000271847	1	0	1
ENSG00000178642	0	25	1
ENSG00000157916	2469	215	2642
ENSG00000157911	260	217	431
ENSG00000149527	110	0	110
ENSG00000224387	0	0	0
ENSG00000229393	0	0	0
ENSG00000157881	340	1	339
ENSG00000197921	0	0	0
ENSG00000272449	37	1	36
ENSG00000238164	595	273	684
ENSG00000157873	2900	115	3147
ENSG00000225931	0	0	0
ENSG00000228037	32	2	30
ENSG00000157870	1837	43	2328
ENSG00000142606	106	499	141
ENSG00000237058	0	0	0
ENSG00000215912	15	0	15
ENSG00000233234	0	0	0
ENSG00000231630	0	0	0
ENSG00000169717	0	0	0
ENSG00000177133	352	0	352
ENSG00000256761	0	0	0
ENSG00000142611	746	1	745
ENSG00000226286	0	0	0
ENSG00000272235	24	6	18
ENSG00000130762	1850	12	1838
ENSG00000272088	4	2	2
ENSG00000162591	214	0	214
ENSG00000207776	0	0	0
ENSG00000238260	7	0	7
ENSG00000158109	1305	1	1304
ENSG00000116213	432	5	427
ENSG00000078900	15	12	10
ENSG00000227589	1	0	1
ENSG00000235131	0	0	0
ENSG00000227372	374	2	379
ENSG00000162592	0	0	0
ENSG00000235169	17	0	17
ENSG00000130764	871	10	910
ENSG00000266075	1	1	0
ENSG00000272153	16	64	1
ENSG00000116198	513	3	510
ENSG00000169598	229	0	229
ENSG00000264428	0	0	0
ENSG00000198912	382	4	378
ENSG00000236423	17	1	16
ENSG00000233304	0	0	0
ENSG00000226374	0	0	0
ENSG00000229280	0	0	0
ENSG00000235054	0	0	0
ENSG00000227169	0	0	0
ENSG00000232596	0	0	0
ENSG00000196581	0	0	0
ENSG00000231510	1	0	1
ENSG00000260972	0	0	0
ENSG00000264341	0	0	0
ENSG00000236948	0	0	0
ENSG00000216045	0	0	0
ENSG00000264101	0	0	0
ENSG00000131697	236	1	235
ENSG00000266687	0	0	0
ENSG00000069424	303	0	309
ENSG00000268332	0	6	0
ENSG00000116254	32	2	30
ENSG00000116251	3567	31	3549
ENSG00000226944	7	2	9
ENSG00000158286	412	37	429
ENSG00000116237	1474	45	1465
ENSG00000225077	4	0	4
ENSG00000173673	0	0	0
ENSG00000158292	569	1	568
ENSG00000097021	710	4	719
ENSG00000271746	0	9	4
ENSG00000069812	27	0	27
ENSG00000187017	204	13	206
ENSG00000265392	0	0	0
ENSG00000231868	2	3	1
ENSG00000215788	181	2	192
ENSG00000171680	431	2	429
ENSG00000162408	434	3	431
ENSG00000253022	1	1	0
ENSG00000229519	6	4	2
ENSG00000173662	0	0	0
ENSG00000204859	267	1	266
ENSG00000162413	583	0	583
ENSG00000116273	566	2	564
ENSG00000041988	230	548	236
ENSG00000007923	751	24	1281
ENSG00000228750	0	0	0
ENSG00000239166	0	0	0
ENSG00000237436	6	0	6
ENSG00000171735	520	4	516
ENSG00000227950	1	1	0
ENSG00000237365	0	0	0
ENSG00000207056	0	0	0
ENSG00000237402	0	0	0
ENSG00000237728	2	2	0
ENSG00000225126	0	0	0
ENSG00000270171	0	0	0
ENSG00000270035	0	0	0
ENSG00000269978	0	0	0
ENSG00000049245	2989	12	2977
ENSG00000269925	12	0	12
ENSG00000049246	526	3	701
ENSG00000236266	11	44	0
ENSG00000049247	23	143	25
ENSG00000049249	9	0	9
ENSG00000270330	0	0	0
ENSG00000116288	2970	14	2956
ENSG00000200344	4	4	0
ENSG00000116285	1738	19	1719
ENSG00000238290	3	0	3
ENSG00000232848	0	0	0
ENSG00000229305	0	0	0
ENSG00000200975	0	0	0
ENSG00000227634	1	1	0
ENSG00000233645	0	0	0
ENSG00000265414	0	0	0
ENSG00000251977	0	0	0
ENSG00000162426	1	0	1
ENSG00000252254	0	0	0
ENSG00000142599	1787	9	1778
ENSG00000232912	1	0	1
ENSG00000221083	0	0	0
ENSG00000270282	0	0	0
ENSG00000234619	1	0	1
ENSG00000224315	1	0	1
ENSG00000222511	0	0	0
ENSG00000226545	2	1	1
ENSG00000228423	5	0	5
ENSG00000229716	0	0	0
ENSG00000074800	60873	440	60438
ENSG00000236269	11	0	11
ENSG00000230679	1	4	2
ENSG00000201725	0	0	0
ENSG00000238249	0	0	0
ENSG00000232208	0	0	0
ENSG00000232663	1	0	1
ENSG00000131686	2	0	2
ENSG00000265141	0	0	0
ENSG00000197241	1	1	0
ENSG00000142583	14	0	14
ENSG00000252404	1	1	0
ENSG00000180758	193	0	193
ENSG00000207865	4	0	4
ENSG00000228526	3	7	1
ENSG00000234546	40	0	45
ENSG00000049239	1621	10	1611
ENSG00000252841	0	0	0
ENSG00000171621	309	0	309
ENSG00000252956	0	0	0
ENSG00000235263	0	0	0
ENSG00000171612	104	0	104
ENSG00000231181	6	0	6
ENSG00000188807	201	0	201
ENSG00000171608	85	218	82
ENSG00000179840	0	0	0
ENSG00000233268	0	0	0
ENSG00000231789	0	0	0
ENSG00000171603	5294	62	5447
ENSG00000271264	0	0	0
ENSG00000178585	1379	5	1708
ENSG00000223989	0	334	0
ENSG00000162441	624	5	619
ENSG00000228150	5	4	1
ENSG00000173614	300	1	299
ENSG00000202415	1	0	1
ENSG00000265521	0	0	0
ENSG00000241326	0	0	0
ENSG00000162444	7	0	7
ENSG00000225786	0	0	0
ENSG00000130939	1461	4	1457
ENSG00000224340	1	1	0
ENSG00000233623	0	0	0
ENSG00000201746	0	0	0
ENSG00000054523	1616	12	1604
ENSG00000264881	0	0	0
ENSG00000199562	3	3	0
ENSG00000264501	0	0	0
ENSG00000265945	2	0	2
ENSG00000142657	3403	23	3380
ENSG00000271989	0	1	0
ENSG00000251503	0	0	0
ENSG00000175279	111	0	111
ENSG00000241563	1	0	1
ENSG00000160049	1152	12	1314
ENSG00000203469	0	101	1
ENSG00000142655	347	72	347
ENSG00000243267	2	0	2
ENSG00000130940	475	3	784
ENSG00000272078	22	333	1
ENSG00000225158	0	0	0
ENSG00000175262	1	0	1
ENSG00000215785	1	0	1
ENSG00000264181	0	0	0
ENSG00000207213	0	0	0
ENSG00000120948	2767	27	2740
ENSG00000009724	25	37	3
ENSG00000271895	58	1	72
ENSG00000116649	693	3	690
ENSG00000171824	1219	13	1479
ENSG00000226849	2	256	4
ENSG00000230337	2	14	3
ENSG00000198793	763	13	759
ENSG00000225602	0	9	0
ENSG00000253086	0	0	0
ENSG00000271794	0	0	0
ENSG00000171819	0	0	0
ENSG00000207451	1	0	1
ENSG00000238173	0	0	0
ENSG00000120942	284	1	283
ENSG00000238199	3	3	0
ENSG00000224338	0	0	0
ENSG00000204624	3	0	3
ENSG00000235643	0	0	0
ENSG00000116661	547	10	580
ENSG00000132879	459	44	458
ENSG00000116663	214	1	213
ENSG00000116670	244	2	242
ENSG00000162490	0	0	0
ENSG00000177674	378	2	376
ENSG00000215910	0	265	9
ENSG00000177553	0	0	0
ENSG00000177000	983	15	1245
ENSG00000011021	394	0	397
ENSG00000242349	9	0	15
ENSG00000175206	2	8	0
ENSG00000120937	1	0	1
ENSG00000224904	1	0	1
ENSG00000199347	4	0	4
ENSG00000201801	0	0	0
ENSG00000116685	1881	7	1874
ENSG00000083444	3072	14	3058
ENSG00000116688	1944	7	1937
ENSG00000270914	0	0	0
ENSG00000116691	403	0	403
